,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
562,All That Jazz,(1979),123 min,7.9,72        ,"30,327",$37.82M,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
563,Dawn of the Dead,(1978),127 min,7.9,71        ,"117,111",$5.10M,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall."
564,La montaña sagrada,(1973),114 min,7.9,76        ,"40,799",$0.06M,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
565,Amarcord,(1973),123 min,7.9,****,"42,166",$0.58M,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
566,Le charme discret de la bourgeoisie,(1972),102 min,7.9,93        ,"41,461",$0.20M,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together."
567,"Aguirre, der Zorn Gottes",(1972),95 min,7.9,****,"55,322",%^%^%^,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
568,Harold and Maude,(1971),91 min,7.9,62        ,"75,454",%^%^%^,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral."
569,Patton,(1970),172 min,7.9,91        ,"99,362",$61.70M,The World War II phase of the career of controversial American general George S. Patton.
570,The Wild Bunch,(1969),145 min,7.9,97        ,"82,184",$12.06M,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
571,Night of the Living Dead,(1968),96 min,7.9,89        ,"123,816",$0.09M,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
572,The Lion in Winter,(1968),134 min,7.9,****,"30,568",$22.28M,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
573,In the Heat of the Night,(1967),110 min,7.9,75        ,"71,497",$24.38M,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case."
574,In Cold Blood,(1967),134 min,7.9,89        ,"25,732",%^%^%^,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
575,Charade,(1963),113 min,7.9,83        ,"73,875",$13.47M,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
576,The Manchurian Candidate,(1962),126 min,7.9,94        ,"73,949",%^%^%^,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.
577,Spartacus,(1960),197 min,7.9,87        ,"130,839",$30.00M,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising."
578,Hiroshima mon amour,(1959),90 min,7.9,****,"30,547",$0.09M,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
579,The Ten Commandments,(1956),220 min,7.9,****,"67,729",$93.74M,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery."
580,The Searchers,(1956),119 min,7.9,94        ,"85,988",%^%^%^,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.
581,East of Eden,(1955),118 min,7.9,72        ,"43,988",%^%^%^,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light."
582,The Big Heat,(1953),89 min,7.9,****,"25,731",%^%^%^,Tough cop Dave Bannion takes on a politically powerful crime syndicate.
583,Harvey,(1950),104 min,7.9,****,"54,425",%^%^%^,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows."
584,The Asphalt Jungle,(1950),112 min,7.9,****,"25,748",%^%^%^,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
585,Miracle on 34th Street,(1947),96 min,7.9,88        ,"44,999",$2.65M,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken."
586,The Big Sleep,(1946),114 min,7.9,****,"83,342",$6.54M,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love."
587,La belle et la bête,(1946),96 min,7.9,92        ,"25,767",$0.30M,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her."
588,The Lost Weekend,(1945),101 min,7.9,****,"35,716",$9.46M,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
589,Sullivan's Travels,(1941),90 min,7.9,****,"25,614",%^%^%^,Hollywood director John L Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.
590,The Philadelphia Story,(1940),112 min,7.9,96        ,"66,859",%^%^%^,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
591,His Girl Friday,(1940),92 min,7.9,****,"56,672",$0.30M,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
592,Stagecoach,(1939),96 min,7.9,93        ,"46,850",%^%^%^,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
593,Bringing Up Baby,(1938),102 min,7.9,91        ,"59,499",%^%^%^,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
594,The Adventures of Robin Hood,(1938),102 min,7.9,97        ,"49,558",$3.98M,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
595,A Night at the Opera,(1935),96 min,7.9,****,"32,047",$2.54M,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.
596,King Kong,(1933),100 min,7.9,90        ,"83,159",$10.00M,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
597,Freaks,(1932),64 min,7.9,80        ,"44,782",%^%^%^,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
598,Nosferatu,(1922),94 min,7.9,****,"93,358",%^%^%^,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.
599,The Gentlemen,(2019),113 min,7.8,51        ,"289,161",%^%^%^,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him."
600,Badla,(2019),118 min,7.8,****,"26,049",$1.86M,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.
601,Raazi,(2018),138 min,7.8,****,"28,525",%^%^%^,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.
602,Sound of Metal,(2019),120 min,7.8,82        ,"110,268",%^%^%^,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.
603,Isle of Dogs,(2018),101 min,7.8,82        ,"155,636",$32.02M,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
604,Dunkirk,(2017),106 min,7.8,94        ,"606,834",$188.37M,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
605,Perfetti sconosciuti,(2016),96 min,7.8,****,"61,660",%^%^%^,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles."
606,Paddington 2,(2017),103 min,7.8,88        ,"69,118",$40.44M,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
607,Udta Punjab,(2016),148 min,7.8,****,"29,152",%^%^%^,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.
608,Kubo and the Two Strings,(2016),101 min,7.8,84        ,"124,509",$48.02M,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
609,Manchester by the Sea,(2016),137 min,7.8,96        ,"265,426",$47.70M,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.
610,Under sandet,(2015),100 min,7.8,75        ,"39,169",$0.44M,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
